reservoir_name,basin,subbasin,agency_name,lat,long,date,year,month,full_reservoir_level,live_capacity_frl,storage,level,day,weekday
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-19,2024,3,462.08,2.676,1.092,451.287,19,1
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-20,2024,3,462.08,2.676,1.092,451.287,20,2
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-21,2024,3,462.08,2.676,1.069,451.1,21,3
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-22,2024,3,462.08,2.676,1.069,451.1,22,4
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-23,2024,3,462.08,2.676,1.069,451.1,23,5
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-24,2024,3,462.08,2.676,1.069,451.1,24,6
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-25,2024,3,462.08,2.676,1.069,451.1,25,0
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-26,2024,3,462.08,2.676,1.069,451.1,26,1
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-27,2024,3,462.08,2.676,1.069,451.1,27,2
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-28,2024,3,462.08,2.676,1.034,450.738,28,3
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-29,2024,3,462.08,2.676,1.034,450.738,29,4
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-30,2024,3,462.08,2.676,1.034,450.738,30,5
Balimela Reservoir,Godavari Basin,0.0,0.0,18.22494359,82.20423569,2024-03-31,2024,3,462.08,2.676,1.034,450.738,31,6
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-01,2024,3,341.64,5.166,1.034,450.738,1,4
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-02,2024,3,341.64,5.166,1.034,450.738,2,5
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-03,2024,3,341.64,5.166,1.034,450.738,3,6
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-04,2024,3,341.64,5.166,1.034,450.738,4,0
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-05,2024,3,341.64,5.166,1.034,450.738,5,1
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-06,2024,3,341.64,5.166,1.034,450.738,6,2
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-07,2024,3,341.64,5.166,3.2832,337.22,7,3
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-08,2024,3,341.64,5.166,3.2832,337.22,8,4
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-09,2024,3,341.64,5.166,3.2832,337.22,9,5
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-10,2024,3,341.64,5.166,3.2832,337.22,10,6
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-11,2024,3,341.64,5.166,3.2832,337.22,11,0
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-12,2024,3,341.64,5.166,3.2832,337.22,12,1
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-13,2024,3,341.64,5.166,3.2832,337.22,13,2
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-14,2024,3,341.64,5.166,3.13406,336.81,14,3
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-15,2024,3,341.64,5.166,3.13406,336.81,15,4
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-16,2024,3,341.64,5.166,3.13406,336.81,16,5
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-17,2024,3,341.64,5.166,3.13406,336.81,17,6
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-18,2024,3,341.64,5.166,3.13406,336.81,18,0
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-19,2024,3,341.64,5.166,3.13406,336.81,19,1
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-20,2024,3,341.64,5.166,3.13406,336.81,20,2
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-21,2024,3,341.64,5.166,2.97659,336.37,21,3
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-22,2024,3,341.64,5.166,2.97659,336.37,22,4
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-23,2024,3,341.64,5.166,2.97659,336.37,23,5
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-24,2024,3,341.64,5.166,2.97659,336.37,24,6
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-25,2024,3,341.64,5.166,2.97659,336.37,25,0
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-26,2024,3,341.64,5.166,2.97659,336.37,26,1
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-27,2024,3,341.64,5.166,2.97659,336.37,27,2
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-28,2024,3,341.64,5.166,2.89969,336.1,28,3
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-29,2024,3,341.64,5.166,2.89969,336.1,29,4
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-30,2024,3,341.64,5.166,2.89969,336.1,30,5
Ban Sagar,Ganga Basin,0.0,0.0,24.11161168,81.09238214,2024-03-31,2024,3,341.64,5.166,2.89969,336.1,31,6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-01,2024,3,422.76,3.18,1.908,417.8,1,4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-02,2024,3,422.76,3.18,1.8975,417.75,2,5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-03,2024,3,422.76,3.18,1.8975,417.75,3,6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-04,2024,3,422.76,3.18,1.887,417.7,4,0
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-05,2024,3,422.76,3.18,1.887,417.7,5,1
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-06,2024,3,422.76,3.18,1.8765,417.65,6,2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-07,2024,3,422.76,3.18,1.8765,417.65,7,3
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-08,2024,3,422.76,3.18,1.866,417.6,8,4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-09,2024,3,422.76,3.18,1.866,417.6,9,5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-10,2024,3,422.76,3.18,1.8555,417.55,10,6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-11,2024,3,422.76,3.18,1.8555,417.55,11,0
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-12,2024,3,422.76,3.18,1.845,417.5,12,1
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-13,2024,3,422.76,3.18,1.8345,417.45,13,2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-14,2024,3,422.76,3.18,1.826,417.4,14,3
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-15,2024,3,422.76,3.18,1.8135,417.35,15,4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-16,2024,3,422.76,3.18,1.803,417.3,16,5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-17,2024,3,422.76,3.18,1.7925,417.25,17,6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-18,2024,3,422.76,3.18,1.782,417.2,18,0
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-19,2024,3,422.76,3.18,1.782,417.2,19,1
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-20,2024,3,422.76,3.18,1.7715,417.15,20,2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-21,2024,3,422.76,3.18,1.7715,417.15,21,3
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-22,2024,3,422.76,3.18,1.7715,417.15,22,4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-23,2024,3,422.76,3.18,1.7715,417.15,23,5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-24,2024,3,422.76,3.18,1.7715,417.15,24,6
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-25,2024,3,422.76,3.18,1.7715,417.15,25,0
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-26,2024,3,422.76,3.18,1.7715,417.15,26,1
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-27,2024,3,422.76,3.18,1.7715,417.15,27,2
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-28,2024,3,422.76,3.18,1.7,416.797,28,3
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-29,2024,3,422.76,3.18,1.7,416.797,29,4
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-30,2024,3,422.76,3.18,1.7,416.797,30,5
Bargi\Rani Avanti Bai Sagar,Narmada Basin,0.0,0.0,22.83846247,80.03685961,2024-03-31,2024,3,422.76,3.18,1.7,416.797,31,6
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-01,2024,3,348.55,0.456,0.22641,344.85,1,4
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-02,2024,3,348.55,0.456,0.22641,344.85,2,5
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-03,2024,3,348.55,0.456,0.2248,344.82,3,6
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-04,2024,3,348.55,0.456,0.22319,344.79,4,0
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-05,2024,3,348.55,0.456,0.22105,344.75,5,1
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-06,2024,3,348.55,0.456,0.2189,344.71,6,2
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-07,2024,3,348.55,0.456,0.21729,344.68,7,3
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-08,2024,3,348.55,0.456,0.21461,344.63,8,4
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-09,2024,3,348.55,0.456,0.21246,344.59,9,5
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-10,2024,3,348.55,0.456,0.21031,344.55,10,6
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-11,2024,3,348.55,0.456,0.2087,344.52,11,0
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-12,2024,3,348.55,0.456,0.20656,344.48,12,1
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-13,2024,3,348.55,0.456,0.20441,344.44,13,2
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-14,2024,3,348.55,0.456,0.20226,344.4,14,3
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-15,2024,3,348.55,0.456,0.20012,344.36,15,4
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-16,2024,3,348.55,0.456,0.19797,344.32,16,5
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-17,2024,3,348.55,0.456,0.19583,344.28,17,6
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-18,2024,3,348.55,0.456,0.19314,344.23,18,0
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-19,2024,3,348.55,0.456,0.19046,344.18,19,1
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-20,2024,3,348.55,0.456,0.18778,344.13,20,2
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-21,2024,3,348.55,0.456,0.18617,344.1,21,3
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-22,2024,3,348.55,0.456,0.18617,344.1,22,4
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-23,2024,3,348.55,0.456,0.18617,344.1,23,5
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-24,2024,3,348.55,0.456,0.18617,344.1,24,6
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-25,2024,3,348.55,0.456,0.18617,344.1,25,0
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-26,2024,3,348.55,0.456,0.18617,344.1,26,1
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-27,2024,3,348.55,0.456,0.18617,344.1,27,2
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-28,2024,3,348.55,0.456,0.17828,343.94,28,3
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-29,2024,3,348.55,0.456,0.17828,343.94,29,4
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-30,2024,3,348.55,0.456,0.17828,343.94,30,5
Barna,Narmada Basin,0.0,0.0,23.07370541,78.03031691,2024-03-31,2024,3,348.55,0.456,0.17828,343.94,31,6
Bhadar Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,0.0,0.0,21.81878581,70.80816294,2024-03-01,2024,3,107.89,0.188,0.04403,103.14,1,4
